token_id,tribe,age_group,scale_type,eyes,tail_type,body_markings,aura_effect,background,rarity_tier,lineage_hybridization
1513,Obsidian Claw (Titan Hybrid),Adult,Titan Alloy,Runic Red,Standard Coil,Circuit Map,Crystal Bloom,Sun Dunes,Rare,Titan
1514,Obsidian Claw (Verdant Hybrid),Adult,Volcanic Black,Nocturne Blue,Crystal Hook,Coral Pattern,Tidal Reflection,Volcanic Plains,Uncommon,Verdant
1515,Obsidian Claw,Adult,Volcanic Black,Bioluminescent,Crystal Hook,Solar Engraving,Mist Cloak,Sun Dunes,Common,Pure
1516,Obsidian Claw,Adult,Neon Circuit,Solar Amber,Crystal Hook,Vine Spread,Heatwave,Sun Dunes,Common,Pure
1517,Obsidian Claw (Crystal Hybrid),Adult,Volcanic Black,Bioluminescent,Standard Coil,Runic Lines,Heatwave,Shadow Swamp,Rare,Crystal
1518,Obsidian Claw (Crystal Hybrid),Adult,Volcanic Black,Nocturne Blue,Forest Wrap,Lava Cracks,Heatwave,Volcanic Plains,Rare,Crystal
1519,Obsidian Claw (Crystal Hybrid),Adult,Neon Circuit,Runic Red,Crystal Hook,Runic Lines,Neon Surge,Titan Ruins,Rare,Crystal
1520,Obsidian Claw (Cyber Hybrid),Adult,Neon Circuit,Nocturne Blue,Coral Fan,Circuit Map,Solar Flare,Neon Abyss,Uncommon,Cyber
1521,Obsidian Claw,Adult,Golden Ember,Pearlescent,Forest Wrap,Solar Engraving,Tidal Reflection,Coral Reef,Common,Pure
1522,Obsidian Claw,Adult,Neon Circuit,Bioluminescent,Crystal Hook,Circuit Map,Crystal Bloom,Neon Abyss,Common,Pure
1523,Obsidian Claw (Sunscale Hybrid),Adult,Neon Circuit,Runic Red,Forest Wrap,Solar Engraving,Heatwave,Volcanic Plains,Rare,Sunscale
1524,Obsidian Claw (Azure Hybrid),Adult,Crystal Embedded,Pearlescent,Standard Coil,Vine Spread,Tidal Reflection,Coral Reef,Uncommon,Azure
1525,Obsidian Claw,Adult,Golden Ember,Pearlescent,Forest Wrap,Solar Engraving,Solar Flare,Ancient Jungle,Common,Pure
1526,Obsidian Claw,Adult,Titan Alloy,Bioluminescent,Standard Coil,Lava Cracks,Tidal Reflection,Sun Dunes,Common,Pure
1527,Obsidian Claw (Azure Hybrid),Adult,Golden Ember,Nocturne Blue,Standard Coil,Shadow Veins,Heatwave,Coral Reef,Uncommon,Azure
1528,Obsidian Claw,Adult,Golden Ember,Data Circuit,Crystal Hook,Vine Spread,Neon Surge,Titan Ruins,Common,Pure
1529,Obsidian Claw,Adult,Coral Gloss,Runic Red,Crystal Hook,Solar Engraving,Shadow Drift,Ancient Jungle,Common,Pure
1530,Obsidian Claw (Cyber Hybrid),Adult,Coral Gloss,Solar Amber,Solar Plume,Shadow Veins,Crystal Bloom,Neon Abyss,Uncommon,Cyber
1531,Obsidian Claw (Azure Hybrid),Adult,Volcanic Black,Pearlescent,Forest Wrap,Lava Cracks,Crystal Bloom,Volcanic Plains,Rare,Azure
1532,Obsidian Claw,Adult,Golden Ember,Pearlescent,Titan Crest,Shadow Veins,Neon Surge,Titan Ruins,Common,Pure
1533,Obsidian Claw,Adult,Neon Circuit,Nocturne Blue,Crystal Hook,Coral Pattern,Solar Flare,Titan Ruins,Common,Pure
1534,Obsidian Claw (Verdant Hybrid),Adult,Volcanic Black,Runic Red,Solar Plume,Solar Engraving,Heatwave,Volcanic Plains,Uncommon,Verdant
1535,Obsidian Claw,Adult,Neon Circuit,Nocturne Blue,Solar Plume,Circuit Map,Crystal Bloom,Ancient Jungle,Common,Pure
1536,Obsidian Claw,Adult,Volcanic Black,Solar Amber,Solar Plume,Vine Spread,Shadow Drift,Volcanic Plains,Common,Pure
1537,Obsidian Claw (Shadow Hybrid),Adult,Coral Gloss,Nocturne Blue,Coral Fan,Shadow Veins,Crystal Bloom,Shadow Swamp,Rare,Shadow
1538,Obsidian Claw,Adult,Titan Alloy,Data Circuit,Titan Crest,Lava Cracks,Solar Flare,Neon Abyss,Common,Pure
1539,Obsidian Claw (Crystal Hybrid),Adult,Volcanic Black,Nocturne Blue,Titan Crest,Vine Spread,Crystal Bloom,Ancient Jungle,Rare,Crystal
1540,Obsidian Claw (Titan Hybrid),Adult,Magma Veined,Nocturne Blue,Titan Crest,Lava Cracks,Tidal Reflection,Shadow Swamp,Legendary,Titan
1541,Obsidian Claw (Crystal Hybrid),Adult,Neon Circuit,Pearlescent,Forest Wrap,Shadow Veins,Mist Cloak,Shadow Swamp,Rare,Crystal
1542,Obsidian Claw (Azure Hybrid),Adult,Crystal Embedded,Bioluminescent,Forest Wrap,Circuit Map,Neon Surge,Ancient Jungle,Uncommon,Azure
1543,Obsidian Claw (Azure Hybrid),Adult,Magma Veined,Bioluminescent,Forest Wrap,Coral Pattern,Neon Surge,Neon Abyss,Rare,Azure
1544,Obsidian Claw (Sunscale Hybrid),Adult,Crystal Embedded,Runic Red,Forest Wrap,Lava Cracks,Shadow Drift,Coral Reef,Uncommon,Sunscale
1545,Obsidian Claw,Adult,Neon Circuit,Bioluminescent,Forest Wrap,Lava Cracks,Crystal Bloom,Titan Ruins,Common,Pure
1546,Obsidian Claw (Shadow Hybrid),Adult,Coral Gloss,Pearlescent,Crystal Hook,Lava Cracks,Crystal Bloom,Neon Abyss,Rare,Shadow
1547,Obsidian Claw (Crystal Hybrid),Adult,Golden Ember,Data Circuit,Titan Crest,Circuit Map,Crystal Bloom,Shadow Swamp,Uncommon,Crystal
1548,Obsidian Claw,Adult,Crystal Embedded,Solar Amber,Forest Wrap,Solar Engraving,Shadow Drift,Sun Dunes,Common,Pure
1549,Obsidian Claw (Crystal Hybrid),Adult,Volcanic Black,Nocturne Blue,Coral Fan,Coral Pattern,Tidal Reflection,Sun Dunes,Rare,Crystal
1550,Obsidian Claw,Adult,Coral Gloss,Pearlescent,Solar Plume,Runic Lines,Solar Flare,Titan Ruins,Common,Pure
1551,Obsidian Claw,Adult,Neon Circuit,Nocturne Blue,Forest Wrap,Vine Spread,Shadow Drift,Ancient Jungle,Common,Pure
1552,Obsidian Claw (Sunscale Hybrid),Adult,Coral Gloss,Pearlescent,Solar Plume,Circuit Map,Solar Flare,Titan Ruins,Uncommon,Sunscale
1553,Obsidian Claw (Sunscale Hybrid),Adult,Magma Veined,Nocturne Blue,Neon Stream,Coral Pattern,Mist Cloak,Shadow Swamp,Rare,Sunscale
1554,Obsidian Claw (Cyber Hybrid),Adult,Golden Ember,Pearlescent,Forest Wrap,Vine Spread,Mist Cloak,Titan Ruins,Rare,Cyber
1555,Obsidian Claw (Azure Hybrid),Adult,Golden Ember,Runic Red,Solar Plume,Solar Engraving,Heatwave,Ancient Jungle,Uncommon,Azure
1556,Obsidian Claw,Adult,Volcanic Black,Solar Amber,Neon Stream,Coral Pattern,Neon Surge,Volcanic Plains,Common,Pure
1557,Obsidian Claw (Titan Hybrid),Adult,Coral Gloss,Data Circuit,Neon Stream,Lava Cracks,Mist Cloak,Shadow Swamp,Rare,Titan
1558,Obsidian Claw (Shadow Hybrid),Adult,Coral Gloss,Bioluminescent,Forest Wrap,Runic Lines,Crystal Bloom,Sun Dunes,Rare,Shadow
1559,Obsidian Claw,Adult,Crystal Embedded,Runic Red,Coral Fan,Lava Cracks,Solar Flare,Neon Abyss,Common,Pure
1560,Obsidian Claw,Adult,Neon Circuit,Data Circuit,Standard Coil,Coral Pattern,Tidal Reflection,Sun Dunes,Common,Pure
1561,Obsidian Claw (Sunscale Hybrid),Adult,Neon Circuit,Nocturne Blue,Titan Crest,Shadow Veins,Crystal Bloom,Volcanic Plains,Uncommon,Sunscale
1562,Obsidian Claw,Adult,Crystal Embedded,Ember,Crystal Hook,Lava Cracks,Tidal Reflection,Sun Dunes,Common,Pure
1563,Obsidian Claw,Adult,Crystal Embedded,Runic Red,Standard Coil,Coral Pattern,Tidal Reflection,Ancient Jungle,Common,Pure
1564,Obsidian Claw (Shadow Hybrid),Adult,Magma Veined,Nocturne Blue,Neon Stream,Coral Pattern,Mist Cloak,Ancient Jungle,Legendary,Shadow
1565,Obsidian Claw (Azure Hybrid),Adult,Crystal Embedded,Bioluminescent,Standard Coil,Vine Spread,Tidal Reflection,Volcanic Plains,Rare,Azure
1566,Obsidian Claw (Titan Hybrid),Adult,Titan Alloy,Data Circuit,Neon Stream,Runic Lines,Tidal Reflection,Sun Dunes,Rare,Titan
1567,Obsidian Claw,Adult,Neon Circuit,Runic Red,Forest Wrap,Circuit Map,Neon Surge,Sun Dunes,Common,Pure
1568,Obsidian Claw (Sunscale Hybrid),Adult,Golden Ember,Bioluminescent,Solar Plume,Shadow Veins,Crystal Bloom,Ancient Jungle,Rare,Sunscale
1569,Obsidian Claw,Adult,Crystal Embedded,Solar Amber,Coral Fan,Circuit Map,Solar Flare,Shadow Swamp,Common,Pure
1570,Obsidian Claw (Cyber Hybrid),Adult,Golden Ember,Nocturne Blue,Solar Plume,Runic Lines,Crystal Bloom,Titan Ruins,Uncommon,Cyber
1571,Obsidian Claw (Titan Hybrid),Adult,Magma Veined,Ember,Crystal Hook,Circuit Map,Heatwave,Shadow Swamp,Uncommon,Titan
1572,Obsidian Claw (Azure Hybrid),Adult,Coral Gloss,Data Circuit,Coral Fan,Solar Engraving,Tidal Reflection,Shadow Swamp,Uncommon,Azure
1573,Obsidian Claw,Adult,Golden Ember,Solar Amber,Forest Wrap,Circuit Map,Heatwave,Neon Abyss,Common,Pure
1574,Obsidian Claw (Azure Hybrid),Adult,Crystal Embedded,Ember,Neon Stream,Lava Cracks,Shadow Drift,Titan Ruins,Rare,Azure
1575,Obsidian Claw,Adult,Magma Veined,Pearlescent,Standard Coil,Lava Cracks,Neon Surge,Sun Dunes,Common,Pure
1576,Obsidian Claw (Crystal Hybrid),Adult,Volcanic Black,Nocturne Blue,Solar Plume,Solar Engraving,Neon Surge,Sun Dunes,Uncommon,Crystal
1577,Obsidian Claw,Adult,Neon Circuit,Bioluminescent,Coral Fan,Shadow Veins,Heatwave,Volcanic Plains,Common,Pure
1578,Obsidian Claw (Shadow Hybrid),Adult,Neon Circuit,Solar Amber,Crystal Hook,Lava Cracks,Crystal Bloom,Ancient Jungle,Uncommon,Shadow
1579,Obsidian Claw (Titan Hybrid),Adult,Volcanic Black,Solar Amber,Coral Fan,Coral Pattern,Tidal Reflection,Shadow Swamp,Legendary,Titan
1580,Obsidian Claw,Adult,Golden Ember,Ember,Titan Crest,Solar Engraving,Solar Flare,Volcanic Plains,Common,Pure
1581,Obsidian Claw,Adult,Volcanic Black,Data Circuit,Titan Crest,Solar Engraving,Solar Flare,Volcanic Plains,Common,Pure
1582,Obsidian Claw,Adult,Magma Veined,Pearlescent,Neon Stream,Lava Cracks,Shadow Drift,Shadow Swamp,Common,Pure
1583,Obsidian Claw (Titan Hybrid),Adult,Volcanic Black,Bioluminescent,Solar Plume,Coral Pattern,Crystal Bloom,Neon Abyss,Rare,Titan
1584,Obsidian Claw (Azure Hybrid),Adult,Coral Gloss,Ember,Solar Plume,Lava Cracks,Shadow Drift,Titan Ruins,Rare,Azure
1585,Obsidian Claw (Cyber Hybrid),Adult,Crystal Embedded,Solar Amber,Solar Plume,Circuit Map,Crystal Bloom,Shadow Swamp,Legendary,Cyber
1586,Obsidian Claw (Verdant Hybrid),Adult,Coral Gloss,Bioluminescent,Solar Plume,Vine Spread,Solar Flare,Neon Abyss,Uncommon,Verdant
1587,Obsidian Claw (Crystal Hybrid),Adult,Coral Gloss,Solar Amber,Standard Coil,Solar Engraving,Heatwave,Neon Abyss,Uncommon,Crystal
1588,Obsidian Claw (Titan Hybrid),Adult,Crystal Embedded,Pearlescent,Forest Wrap,Solar Engraving,Shadow Drift,Coral Reef,Uncommon,Titan
1589,Obsidian Claw (Shadow Hybrid),Adult,Coral Gloss,Data Circuit,Crystal Hook,Runic Lines,Heatwave,Titan Ruins,Uncommon,Shadow
1590,Obsidian Claw (Crystal Hybrid),Adult,Crystal Embedded,Pearlescent,Solar Plume,Shadow Veins,Crystal Bloom,Sun Dunes,Rare,Crystal
1591,Obsidian Claw,Adult,Crystal Embedded,Ember,Standard Coil,Circuit Map,Mist Cloak,Titan Ruins,Common,Pure
1592,Obsidian Claw (Verdant Hybrid),Adult,Volcanic Black,Runic Red,Forest Wrap,Lava Cracks,Tidal Reflection,Volcanic Plains,Rare,Verdant
1593,Obsidian Claw (Shadow Hybrid),Adult,Golden Ember,Data Circuit,Standard Coil,Coral Pattern,Solar Flare,Volcanic Plains,Uncommon,Shadow
1594,Obsidian Claw (Verdant Hybrid),Adult,Golden Ember,Bioluminescent,Standard Coil,Runic Lines,Shadow Drift,Ancient Jungle,Uncommon,Verdant
1595,Obsidian Claw (Crystal Hybrid),Adult,Coral Gloss,Nocturne Blue,Neon Stream,Solar Engraving,Crystal Bloom,Neon Abyss,Rare,Crystal
1596,Obsidian Claw (Verdant Hybrid),Adult,Titan Alloy,Data Circuit,Crystal Hook,Shadow Veins,Heatwave,Shadow Swamp,Rare,Verdant
1597,Obsidian Claw,Adult,Volcanic Black,Bioluminescent,Coral Fan,Coral Pattern,Tidal Reflection,Ancient Jungle,Common,Pure
1598,Obsidian Claw (Azure Hybrid),Adult,Crystal Embedded,Data Circuit,Solar Plume,Circuit Map,Neon Surge,Ancient Jungle,Rare,Azure
1599,Obsidian Claw,Adult,Neon Circuit,Bioluminescent,Crystal Hook,Runic Lines,Heatwave,Neon Abyss,Common,Pure
1600,Obsidian Claw,Adult,Coral Gloss,Ember,Forest Wrap,Runic Lines,Heatwave,Volcanic Plains,Common,Pure
1601,Obsidian Claw (Shadow Hybrid),Adult,Magma Veined,Runic Red,Coral Fan,Circuit Map,Shadow Drift,Ancient Jungle,Rare,Shadow
1602,Obsidian Claw,Adult,Neon Circuit,Pearlescent,Forest Wrap,Vine Spread,Shadow Drift,Coral Reef,Common,Pure
1603,Obsidian Claw (Shadow Hybrid),Adult,Crystal Embedded,Solar Amber,Solar Plume,Vine Spread,Solar Flare,Ancient Jungle,Uncommon,Shadow
1604,Obsidian Claw (Titan Hybrid),Adult,Coral Gloss,Pearlescent,Neon Stream,Runic Lines,Tidal Reflection,Shadow Swamp,Uncommon,Titan
1605,Obsidian Claw,Adult,Volcanic Black,Ember,Coral Fan,Circuit Map,Heatwave,Volcanic Plains,Common,Pure
1606,Obsidian Claw (Shadow Hybrid),Adult,Magma Veined,Bioluminescent,Forest Wrap,Solar Engraving,Heatwave,Shadow Swamp,Uncommon,Shadow
1607,Obsidian Claw (Azure Hybrid),Adult,Coral Gloss,Nocturne Blue,Standard Coil,Solar Engraving,Neon Surge,Coral Reef,Uncommon,Azure
1608,Obsidian Claw (Azure Hybrid),Adult,Volcanic Black,Nocturne Blue,Forest Wrap,Lava Cracks,Mist Cloak,Ancient Jungle,Uncommon,Azure
1609,Obsidian Claw (Azure Hybrid),Adult,Golden Ember,Bioluminescent,Titan Crest,Coral Pattern,Solar Flare,Titan Ruins,Rare,Azure
1610,Obsidian Claw,Adult,Titan Alloy,Data Circuit,Coral Fan,Solar Engraving,Crystal Bloom,Coral Reef,Common,Pure
1611,Obsidian Claw,Adult,Volcanic Black,Data Circuit,Crystal Hook,Solar Engraving,Neon Surge,Neon Abyss,Common,Pure
1612,Obsidian Claw (Azure Hybrid),Adult,Golden Ember,Ember,Standard Coil,Circuit Map,Crystal Bloom,Volcanic Plains,Uncommon,Azure
1613,Obsidian Claw,Adult,Magma Veined,Runic Red,Titan Crest,Coral Pattern,Tidal Reflection,Shadow Swamp,Common,Pure
1614,Obsidian Claw (Cyber Hybrid),Adult,Volcanic Black,Runic Red,Standard Coil,Circuit Map,Crystal Bloom,Neon Abyss,Uncommon,Cyber
1615,Obsidian Claw (Cyber Hybrid),Adult,Magma Veined,Ember,Crystal Hook,Shadow Veins,Crystal Bloom,Sun Dunes,Uncommon,Cyber
1616,Obsidian Claw,Adult,Golden Ember,Solar Amber,Coral Fan,Runic Lines,Mist Cloak,Neon Abyss,Common,Pure
1617,Obsidian Claw,Adult,Titan Alloy,Pearlescent,Coral Fan,Solar Engraving,Tidal Reflection,Volcanic Plains,Common,Pure
1618,Obsidian Claw (Cyber Hybrid),Adult,Neon Circuit,Nocturne Blue,Neon Stream,Shadow Veins,Solar Flare,Ancient Jungle,Uncommon,Cyber
1619,Obsidian Claw (Azure Hybrid),Adult,Crystal Embedded,Solar Amber,Forest Wrap,Vine Spread,Heatwave,Titan Ruins,Rare,Azure
1620,Obsidian Claw (Cyber Hybrid),Adult,Magma Veined,Ember,Standard Coil,Solar Engraving,Solar Flare,Titan Ruins,Rare,Cyber
1621,Obsidian Claw,Adult,Golden Ember,Bioluminescent,Crystal Hook,Shadow Veins,Solar Flare,Neon Abyss,Common,Pure
1622,Obsidian Claw (Shadow Hybrid),Adult,Coral Gloss,Runic Red,Solar Plume,Coral Pattern,Crystal Bloom,Titan Ruins,Uncommon,Shadow
1623,Obsidian Claw,Adult,Coral Gloss,Runic Red,Forest Wrap,Vine Spread,Solar Flare,Volcanic Plains,Common,Pure
1624,Obsidian Claw (Cyber Hybrid),Adult,Titan Alloy,Pearlescent,Neon Stream,Circuit Map,Tidal Reflection,Ancient Jungle,Uncommon,Cyber
1625,Obsidian Claw,Adult,Golden Ember,Bioluminescent,Crystal Hook,Shadow Veins,Solar Flare,Volcanic Plains,Common,Pure
1626,Obsidian Claw (Azure Hybrid),Adult,Golden Ember,Runic Red,Neon Stream,Circuit Map,Neon Surge,Coral Reef,Uncommon,Azure
1627,Obsidian Claw (Azure Hybrid),Adult,Volcanic Black,Data Circuit,Coral Fan,Vine Spread,Solar Flare,Titan Ruins,Uncommon,Azure
1628,Obsidian Claw (Crystal Hybrid),Adult,Titan Alloy,Data Circuit,Crystal Hook,Circuit Map,Crystal Bloom,Coral Reef,Legendary,Crystal
1629,Obsidian Claw,Adult,Neon Circuit,Data Circuit,Neon Stream,Solar Engraving,Mist Cloak,Volcanic Plains,Common,Pure
1630,Obsidian Claw (Sunscale Hybrid),Adult,Crystal Embedded,Bioluminescent,Coral Fan,Shadow Veins,Tidal Reflection,Coral Reef,Uncommon,Sunscale
1631,Obsidian Claw (Titan Hybrid),Adult,Coral Gloss,Nocturne Blue,Coral Fan,Lava Cracks,Solar Flare,Coral Reef,Uncommon,Titan
1632,Obsidian Claw,Adult,Crystal Embedded,Bioluminescent,Forest Wrap,Lava Cracks,Neon Surge,Coral Reef,Common,Pure
1633,Obsidian Claw (Shadow Hybrid),Adult,Crystal Embedded,Runic Red,Standard Coil,Solar Engraving,Tidal Reflection,Ancient Jungle,Legendary,Shadow
1634,Obsidian Claw,Adult,Magma Veined,Ember,Standard Coil,Runic Lines,Mist Cloak,Sun Dunes,Common,Pure
1635,Obsidian Claw,Adult,Titan Alloy,Solar Amber,Forest Wrap,Solar Engraving,Tidal Reflection,Shadow Swamp,Common,Pure
1636,Obsidian Claw (Crystal Hybrid),Adult,Crystal Embedded,Data Circuit,Coral Fan,Lava Cracks,Crystal Bloom,Coral Reef,Uncommon,Crystal
1637,Obsidian Claw,Adult,Titan Alloy,Nocturne Blue,Titan Crest,Vine Spread,Shadow Drift,Neon Abyss,Common,Pure
1638,Obsidian Claw,Adult,Magma Veined,Ember,Solar Plume,Runic Lines,Shadow Drift,Shadow Swamp,Common,Pure
1639,Obsidian Claw (Cyber Hybrid),Adult,Titan Alloy,Data Circuit,Forest Wrap,Lava Cracks,Shadow Drift,Sun Dunes,Uncommon,Cyber
1640,Obsidian Claw,Adult,Magma Veined,Solar Amber,Crystal Hook,Coral Pattern,Crystal Bloom,Ancient Jungle,Common,Pure
1641,Obsidian Claw (Crystal Hybrid),Adult,Volcanic Black,Pearlescent,Neon Stream,Vine Spread,Mist Cloak,Titan Ruins,Uncommon,Crystal
1642,Obsidian Claw (Azure Hybrid),Adult,Neon Circuit,Runic Red,Titan Crest,Lava Cracks,Tidal Reflection,Coral Reef,Uncommon,Azure
1643,Obsidian Claw (Sunscale Hybrid),Adult,Golden Ember,Nocturne Blue,Coral Fan,Vine Spread,Crystal Bloom,Volcanic Plains,Uncommon,Sunscale
1644,Obsidian Claw (Sunscale Hybrid),Adult,Golden Ember,Bioluminescent,Titan Crest,Circuit Map,Neon Surge,Neon Abyss,Uncommon,Sunscale
1645,Obsidian Claw,Adult,Volcanic Black,Bioluminescent,Solar Plume,Lava Cracks,Solar Flare,Coral Reef,Common,Pure
1646,Obsidian Claw (Crystal Hybrid),Adult,Neon Circuit,Ember,Coral Fan,Vine Spread,Tidal Reflection,Shadow Swamp,Uncommon,Crystal
1647,Obsidian Claw,Adult,Neon Circuit,Nocturne Blue,Titan Crest,Vine Spread,Heatwave,Volcanic Plains,Common,Pure
1648,Obsidian Claw,Adult,Volcanic Black,Runic Red,Coral Fan,Coral Pattern,Shadow Drift,Sun Dunes,Common,Pure
1649,Obsidian Claw (Verdant Hybrid),Adult,Coral Gloss,Runic Red,Coral Fan,Vine Spread,Neon Surge,Neon Abyss,Uncommon,Verdant
1650,Obsidian Claw,Adult,Coral Gloss,Pearlescent,Neon Stream,Vine Spread,Heatwave,Coral Reef,Common,Pure
1651,Obsidian Claw (Sunscale Hybrid),Adult,Coral Gloss,Ember,Crystal Hook,Solar Engraving,Mist Cloak,Coral Reef,Rare,Sunscale
1652,Obsidian Claw (Titan Hybrid),Adult,Titan Alloy,Bioluminescent,Titan Crest,Vine Spread,Heatwave,Volcanic Plains,Uncommon,Titan
1653,Obsidian Claw (Titan Hybrid),Adult,Titan Alloy,Data Circuit,Titan Crest,Shadow Veins,Neon Surge,Volcanic Plains,Uncommon,Titan
1654,Obsidian Claw,Adult,Golden Ember,Bioluminescent,Solar Plume,Solar Engraving,Neon Surge,Ancient Jungle,Common,Pure
1655,Obsidian Claw (Cyber Hybrid),Adult,Titan Alloy,Data Circuit,Crystal Hook,Coral Pattern,Crystal Bloom,Titan Ruins,Uncommon,Cyber
1656,Obsidian Claw (Sunscale Hybrid),Adult,Titan Alloy,Runic Red,Standard Coil,Solar Engraving,Crystal Bloom,Volcanic Plains,Uncommon,Sunscale
1657,Obsidian Claw (Crystal Hybrid),Adult,Golden Ember,Data Circuit,Neon Stream,Lava Cracks,Shadow Drift,Sun Dunes,Uncommon,Crystal
1658,Obsidian Claw (Shadow Hybrid),Adult,Crystal Embedded,Ember,Forest Wrap,Coral Pattern,Mist Cloak,Shadow Swamp,Legendary,Shadow
1659,Obsidian Claw,Adult,Crystal Embedded,Nocturne Blue,Standard Coil,Runic Lines,Tidal Reflection,Shadow Swamp,Common,Pure
1660,Obsidian Claw (Crystal Hybrid),Adult,Coral Gloss,Runic Red,Neon Stream,Lava Cracks,Neon Surge,Titan Ruins,Rare,Crystal
1661,Obsidian Claw (Cyber Hybrid),Adult,Volcanic Black,Nocturne Blue,Crystal Hook,Shadow Veins,Mist Cloak,Ancient Jungle,Rare,Cyber
1662,Obsidian Claw (Verdant Hybrid),Adult,Titan Alloy,Pearlescent,Solar Plume,Vine Spread,Shadow Drift,Shadow Swamp,Rare,Verdant
1663,Obsidian Claw (Azure Hybrid),Adult,Titan Alloy,Nocturne Blue,Standard Coil,Solar Engraving,Heatwave,Ancient Jungle,Uncommon,Azure
1664,Obsidian Claw (Cyber Hybrid),Adult,Titan Alloy,Runic Red,Crystal Hook,Vine Spread,Tidal Reflection,Neon Abyss,Rare,Cyber
1665,Obsidian Claw (Sunscale Hybrid),Adult,Magma Veined,Pearlescent,Coral Fan,Solar Engraving,Mist Cloak,Neon Abyss,Uncommon,Sunscale
1666,Obsidian Claw,Adult,Crystal Embedded,Data Circuit,Forest Wrap,Coral Pattern,Neon Surge,Coral Reef,Common,Pure
1667,Obsidian Claw,Adult,Titan Alloy,Bioluminescent,Coral Fan,Solar Engraving,Solar Flare,Shadow Swamp,Common,Pure
1668,Obsidian Claw,Adult,Magma Veined,Data Circuit,Titan Crest,Vine Spread,Mist Cloak,Volcanic Plains,Common,Pure
1669,Obsidian Claw (Verdant Hybrid),Adult,Titan Alloy,Ember,Neon Stream,Lava Cracks,Crystal Bloom,Shadow Swamp,Rare,Verdant
1670,Obsidian Claw,Adult,Titan Alloy,Nocturne Blue,Solar Plume,Solar Engraving,Neon Surge,Sun Dunes,Common,Pure
1671,Obsidian Claw (Titan Hybrid),Adult,Crystal Embedded,Nocturne Blue,Solar Plume,Coral Pattern,Tidal Reflection,Volcanic Plains,Rare,Titan
1672,Obsidian Claw (Verdant Hybrid),Adult,Coral Gloss,Data Circuit,Coral Fan,Lava Cracks,Tidal Reflection,Neon Abyss,Rare,Verdant
1673,Obsidian Claw,Adult,Coral Gloss,Pearlescent,Forest Wrap,Coral Pattern,Tidal Reflection,Shadow Swamp,Common,Pure
1674,Obsidian Claw,Adult,Crystal Embedded,Runic Red,Solar Plume,Coral Pattern,Solar Flare,Titan Ruins,Common,Pure
1675,Obsidian Claw (Titan Hybrid),Adult,Coral Gloss,Ember,Crystal Hook,Coral Pattern,Shadow Drift,Ancient Jungle,Uncommon,Titan
1676,Obsidian Claw (Cyber Hybrid),Adult,Coral Gloss,Nocturne Blue,Solar Plume,Shadow Veins,Shadow Drift,Sun Dunes,Uncommon,Cyber
1677,Obsidian Claw (Crystal Hybrid),Adult,Neon Circuit,Runic Red,Titan Crest,Lava Cracks,Heatwave,Sun Dunes,Rare,Crystal
1678,Obsidian Claw,Adult,Titan Alloy,Data Circuit,Crystal Hook,Circuit Map,Solar Flare,Coral Reef,Common,Pure
1679,Obsidian Claw (Azure Hybrid),Adult,Coral Gloss,Solar Amber,Neon Stream,Coral Pattern,Crystal Bloom,Shadow Swamp,Uncommon,Azure
1680,Obsidian Claw (Verdant Hybrid),Adult,Volcanic Black,Solar Amber,Crystal Hook,Vine Spread,Shadow Drift,Neon Abyss,Rare,Verdant
1681,Obsidian Claw (Cyber Hybrid),Adult,Titan Alloy,Nocturne Blue,Forest Wrap,Solar Engraving,Mist Cloak,Shadow Swamp,Rare,Cyber
1682,Obsidian Claw (Titan Hybrid),Adult,Coral Gloss,Ember,Neon Stream,Vine Spread,Neon Surge,Titan Ruins,Rare,Titan
1683,Obsidian Claw (Azure Hybrid),Adult,Crystal Embedded,Pearlescent,Titan Crest,Vine Spread,Shadow Drift,Sun Dunes,Rare,Azure
1684,Obsidian Claw (Shadow Hybrid),Adult,Neon Circuit,Data Circuit,Crystal Hook,Vine Spread,Shadow Drift,Titan Ruins,Rare,Shadow
1685,Obsidian Claw (Titan Hybrid),Adult,Crystal Embedded,Pearlescent,Standard Coil,Coral Pattern,Solar Flare,Shadow Swamp,Uncommon,Titan
1686,Obsidian Claw (Cyber Hybrid),Adult,Golden Ember,Bioluminescent,Forest Wrap,Runic Lines,Crystal Bloom,Neon Abyss,Uncommon,Cyber
1687,Obsidian Claw,Adult,Titan Alloy,Ember,Standard Coil,Circuit Map,Solar Flare,Shadow Swamp,Common,Pure
1688,Obsidian Claw,Adult,Magma Veined,Bioluminescent,Standard Coil,Solar Engraving,Tidal Reflection,Shadow Swamp,Common,Pure
1689,Obsidian Claw (Titan Hybrid),Adult,Neon Circuit,Nocturne Blue,Coral Fan,Lava Cracks,Mist Cloak,Volcanic Plains,Uncommon,Titan
1690,Obsidian Claw (Crystal Hybrid),Adult,Neon Circuit,Data Circuit,Standard Coil,Vine Spread,Heatwave,Shadow Swamp,Uncommon,Crystal
1691,Obsidian Claw,Adult,Magma Veined,Data Circuit,Coral Fan,Runic Lines,Mist Cloak,Sun Dunes,Common,Pure
1692,Obsidian Claw (Verdant Hybrid),Adult,Volcanic Black,Runic Red,Crystal Hook,Circuit Map,Neon Surge,Volcanic Plains,Uncommon,Verdant
1693,Obsidian Claw (Titan Hybrid),Adult,Titan Alloy,Nocturne Blue,Coral Fan,Circuit Map,Tidal Reflection,Titan Ruins,Rare,Titan
